Provinsi,Kab/Kota,Tipe,Kecamatan,Kode Wilayah
Sumatera Utara,Nias Barat,Kab.,Lahomi (Gahori),122501
Sumatera Utara,Nias Barat,Kab.,Lolofitu Moi,122507
Sumatera Utara,Nias Barat,Kab.,Mandrehe,122505
Sumatera Utara,Nias Barat,Kab.,Mandrehe Barat,122503
Sumatera Utara,Nias Barat,Kab.,Mandrehe Utara,122506
Sumatera Utara,Nias Barat,Kab.,Moro'o,122504
Sumatera Utara,Nias Barat,Kab.,Sirombu,122502
Sumatera Utara,Nias Barat,Kab.,Ulu Moro'o (Ulu Narwo),122508
Sumatera Utara,Nias Selatan,Kab.,Amandraya,121407
Sumatera Utara,Nias Selatan,Kab.,Aramo,121415
Sumatera Utara,Nias Selatan,Kab.,Boronadu,121427
Sumatera Utara,Nias Selatan,Kab.,Fanayama,121418
Sumatera Utara,Nias Selatan,Kab.,Gomo,121402
Sumatera Utara,Nias Selatan,Kab.,Hibala,121404
Sumatera Utara,Nias Selatan,Kab.,Hilimegai,121411
Sumatera Utara,Nias Selatan,Kab.,Hilisalawa'ahe (Hilisalawaahe),121423
Sumatera Utara,Nias Selatan,Kab.,Huruna,121420
Sumatera Utara,Nias Selatan,Kab.,Idanotae,121435
Sumatera Utara,Nias Selatan,Kab.,Lahusa,121403
Sumatera Utara,Nias Selatan,Kab.,Lolomatua,121401
Sumatera Utara,Nias Selatan,Kab.,Lolowau,121408
Sumatera Utara,Nias Selatan,Kab.,Luahagundre Maniamolo,121432
Sumatera Utara,Nias Selatan,Kab.,Maniamolo,121410
Sumatera Utara,Nias Selatan,Kab.,Mazino,121413
Sumatera Utara,Nias Selatan,Kab.,Mazo,121417
Sumatera Utara,Nias Selatan,Kab.,O'o'u (Oou),121421
Sumatera Utara,Nias Selatan,Kab.,Onohazumba,121422
Sumatera Utara,Nias Selatan,Kab.,Onolalu,121433
Sumatera Utara,Nias Selatan,Kab.,Pulau-Pulau Batu,121405
Sumatera Utara,Nias Selatan,Kab.,Pulau-Pulau Batu Barat,121429
Sumatera Utara,Nias Selatan,Kab.,Pulau-Pulau Batu Timur,121416
Sumatera Utara,Nias Selatan,Kab.,Pulau-Pulau Batu Utara,121430
Sumatera Utara,Nias Selatan,Kab.,Sidua'ori,121425
Sumatera Utara,Nias Selatan,Kab.,Simuk,121428
Sumatera Utara,Nias Selatan,Kab.,Somambawa,121426
Sumatera Utara,Nias Selatan,Kab.,Susua,121409
Sumatera Utara,Nias Selatan,Kab.,Tanah Masa,121431
Sumatera Utara,Nias Selatan,Kab.,Teluk Dalam,121406
Sumatera Utara,Nias Selatan,Kab.,Toma,121412
Sumatera Utara,Nias Selatan,Kab.,Ulu Idanotae,121434
Sumatera Utara,Nias Selatan,Kab.,Ulunoyo,121419
Sumatera Utara,Nias Selatan,Kab.,Ulususua,121424
Sumatera Utara,Nias Selatan,Kab.,Umbunasi,121414
Sumatera Utara,Nias Utara,Kab.,Afulu,122409
Sumatera Utara,Nias Utara,Kab.,Alasa,122407
Sumatera Utara,Nias Utara,Kab.,Alasa Talumuzoi,122406
Sumatera Utara,Nias Utara,Kab.,Lahewa,122410
Sumatera Utara,Nias Utara,Kab.,Lahewa Timur,122411
Sumatera Utara,Nias Utara,Kab.,Lotu,122401
Sumatera Utara,Nias Utara,Kab.,Namohalu Esiwa,122405
Sumatera Utara,Nias Utara,Kab.,Sawo,122402
Sumatera Utara,Nias Utara,Kab.,Sitolu Ori,122404
Sumatera Utara,Nias Utara,Kab.,Tugala Oyo,122408
Sumatera Utara,Nias Utara,Kab.,Tuhemberua,122403
Sumatera Utara,Padang Lawas,Kab.,Aek Nabara Barumun,122111
Sumatera Utara,Padang Lawas,Kab.,Barumun,122107
Sumatera Utara,Padang Lawas,Kab.,Barumun Barat,122116
Sumatera Utara,Padang Lawas,Kab.,Barumun Baru,122113
Sumatera Utara,Padang Lawas,Kab.,Barumun Selatan,122110
Sumatera Utara,Padang Lawas,Kab.,Barumun Tengah,122102
Sumatera Utara,Padang Lawas,Kab.,Batang Lubu Sutam,122109
Sumatera Utara,Padang Lawas,Kab.,Huristak,122103
Sumatera Utara,Padang Lawas,Kab.,Hutaraja Tinggi (Huta Raja Tinggi),122105
Sumatera Utara,Padang Lawas,Kab.,Lubuk Barumun,122104
Sumatera Utara,Padang Lawas,Kab.,Sihapas Barumun,122112
Sumatera Utara,Padang Lawas,Kab.,Sosa,122108
Sumatera Utara,Padang Lawas,Kab.,Sosa Julu,122115
Sumatera Utara,Padang Lawas,Kab.,Sosa Timur,122117
Sumatera Utara,Padang Lawas,Kab.,Sosopan,122101
Sumatera Utara,Padang Lawas,Kab.,Ulu Barumun,122106
Sumatera Utara,Padang Lawas,Kab.,Ulu Sosa,122114
Sumatera Utara,Padang Lawas Utara,Kab.,Batang Onang,122007
Sumatera Utara,Padang Lawas Utara,Kab.,Dolok,122002
Sumatera Utara,Padang Lawas Utara,Kab.,Dolok Sigompulon,122001
Sumatera Utara,Padang Lawas Utara,Kab.,Halongonan,122003
Sumatera Utara,Padang Lawas Utara,Kab.,Halongonan Timur,122011
Sumatera Utara,Padang Lawas Utara,Kab.,Hulu Sihapas,122009
Sumatera Utara,Padang Lawas Utara,Kab.,Padang Bolak,122004
Sumatera Utara,Padang Lawas Utara,Kab.,Padang Bolak Julu,122005
Sumatera Utara,Padang Lawas Utara,Kab.,Padang Bolak Tenggara,122010
Sumatera Utara,Padang Lawas Utara,Kab.,Portibi,122006
Sumatera Utara,Padang Lawas Utara,Kab.,Simangambat,122008
Sumatera Utara,Padang Lawas Utara,Kab.,Ujung Batu,122012
Sumatera Utara,Padangsidimpuan,Kota,Padangsidimpuan Angkola Julu,127706
Sumatera Utara,Padangsidimpuan,Kota,Padangsidimpuan Batunadua,127703
Sumatera Utara,Padangsidimpuan,Kota,Padangsidimpuan Hutaimbaru,127704
Sumatera Utara,Padangsidimpuan,Kota,Padangsidimpuan Selatan,127702
Sumatera Utara,Padangsidimpuan,Kota,Padangsidimpuan Tenggara,127705
Sumatera Utara,Padangsidimpuan,Kota,Padangsidimpuan Utara,127701
Sumatera Utara,Pakpak Bharat,Kab.,Kerajaan,121502
Sumatera Utara,Pakpak Bharat,Kab.,Pagindar,121506
Sumatera Utara,Pakpak Bharat,Kab.,Pergetteng Getteng Sengkut,121505
Sumatera Utara,Pakpak Bharat,Kab.,Salak,121503
Sumatera Utara,Pakpak Bharat,Kab.,Siempat Rube,121508
Sumatera Utara,Pakpak Bharat,Kab.,Sitelu Tali Urang Jehe (Sitellu),121501
Sumatera Utara,Pakpak Bharat,Kab.,Sitelu Tali Urang Julu (Sitellu),121504
Sumatera Utara,Pakpak Bharat,Kab.,Tinada,121507
Sumatera Utara,Pematangsiantar,Kota,Siantar Barat,127202
Sumatera Utara,Pematangsiantar,Kota,Siantar Marihat,127205
Sumatera Utara,Pematangsiantar,Kota,Siantar Marimbun,127208
Sumatera Utara,Pematangsiantar,Kota,Siantar Martoba,127206
Sumatera Utara,Pematangsiantar,Kota,Siantar Selatan,127204
Sumatera Utara,Pematangsiantar,Kota,Siantar Sitalasari,127207
Sumatera Utara,Pematangsiantar,Kota,Siantar Timur,127201
Sumatera Utara,Pematangsiantar,Kota,Siantar Utara,127203
Sumatera Utara,Samosir,Kab.,Harian,121705
Sumatera Utara,Samosir,Kab.,Nainggolan,121703
Sumatera Utara,Samosir,Kab.,Onan Runggu,121702
Sumatera Utara,Samosir,Kab.,Palipi,121704
Sumatera Utara,Samosir,Kab.,Pangururan,121708
